5/22/2024 6:49:39 AM - Start Exporting to json only
5/22/2024 6:49:39 AM - Start Exporting userInfo
5/22/2024 6:50:21 AM - End Exporting userInfo
5/22/2024 6:50:21 AM - *******************************************************
5/22/2024 6:50:21 AM - Start Exporting AccountSummary
5/22/2024 6:50:21 AM - Start Exporting AccountSummary for All
5/22/2024 6:50:53 AM - End Exporting AccountSummary for All
5/22/2024 6:50:53 AM - Start Exporting AccountSummary for PreviousDay
5/22/2024 6:50:56 AM - End Exporting AccountSummary for PreviousDay
5/22/2024 6:50:57 AM - Start Exporting AccountSummary for Last7Days
5/22/2024 6:51:00 AM - End Exporting AccountSummary for Last7Days
5/22/2024 6:51:00 AM - Start Exporting AccountSummary for Last30Days
5/22/2024 6:51:06 AM - End Exporting AccountSummary for Last30Days
5/22/2024 6:51:06 AM - Start Exporting AccountSummary for Last60Days
5/22/2024 6:51:15 AM - End Exporting AccountSummary for Last60Days
5/22/2024 6:51:15 AM - Start Exporting AccountSummary for Last90Days
5/22/2024 6:51:27 AM - End Exporting AccountSummary for Last90Days
5/22/2024 6:51:27 AM - Start Exporting AccountSummary for Last180Days
5/22/2024 6:51:44 AM - End Exporting AccountSummary for Last180Days
5/22/2024 6:51:44 AM - Start Exporting AccountSummary for Last360Days
5/22/2024 6:51:57 AM - End Exporting AccountSummary for Last360Days
5/22/2024 6:51:57 AM - Start Exporting AccountSummary for PreviousFY
5/22/2024 6:52:06 AM - End Exporting AccountSummary for PreviousFY
5/22/2024 6:52:06 AM - Start Exporting AccountSummary for CurrentFY
5/22/2024 6:52:08 AM - End Exporting AccountSummary for CurrentFY
5/22/2024 6:52:08 AM - Start Exporting AccountSummary for FY2324
5/22/2024 6:52:16 AM - End Exporting AccountSummary for FY2324
5/22/2024 6:52:16 AM - Start Exporting AccountSummary for CurrentWeek
5/22/2024 6:52:16 AM - End Exporting AccountSummary for CurrentWeek
5/22/2024 6:52:16 AM - Start Exporting AccountSummary for CurrentMonth
5/22/2024 6:52:18 AM - End Exporting AccountSummary for CurrentMonth
5/22/2024 6:52:18 AM - Start Exporting AccountSummary for PreviousMonth
5/22/2024 6:52:20 AM - End Exporting AccountSummary for PreviousMonth
5/22/2024 6:52:20 AM - End Exporting AccountSummary
5/22/2024 6:52:20 AM - *******************************************************
5/22/2024 6:52:20 AM - ####################################################################
5/22/2024 6:52:20 AM - Start Exporting Detail Summary
5/22/2024 7:02:45 AM - Details Exporting for projectwealth7
5/22/2024 7:02:51 AM - End Exporting for projectwealth7
5/22/2024 7:02:51 AM - Details Exporting for pruthvikav
5/22/2024 7:02:59 AM - End Exporting for pruthvikav
5/22/2024 7:02:59 AM - Details Exporting for quatltd
5/22/2024 7:03:12 AM - End Exporting for quatltd
5/22/2024 7:03:12 AM - Details Exporting for rahul1_0
5/22/2024 7:03:20 AM - End Exporting for rahul1_0
5/22/2024 7:03:20 AM - Details Exporting for rahullkkr
5/22/2024 7:03:29 AM - End Exporting for rahullkkr
5/22/2024 7:03:29 AM - Details Exporting for rajeshk17264482
5/22/2024 7:03:37 AM - End Exporting for rajeshk17264482
5/22/2024 7:03:37 AM - Details Exporting for ramangogo
5/22/2024 7:03:48 AM - End Exporting for ramangogo
5/22/2024 7:03:48 AM - Details Exporting for ramanmaken
5/22/2024 7:03:58 AM - End Exporting for ramanmaken
5/22/2024 7:03:58 AM - Details Exporting for rameshg2079
5/22/2024 7:04:09 AM - End Exporting for rameshg2079
5/22/2024 7:04:09 AM - Details Exporting for raut__naval
5/22/2024 7:04:21 AM - End Exporting for raut__naval
5/22/2024 7:04:21 AM - Details Exporting for readdmarket
5/22/2024 7:04:34 AM - End Exporting for readdmarket
5/22/2024 7:04:34 AM - Details Exporting for realrsofficial
5/22/2024 7:04:43 AM - End Exporting for realrsofficial
5/22/2024 7:04:43 AM - Details Exporting for realuanand
5/22/2024 7:04:47 AM - End Exporting for realuanand
5/22/2024 7:04:47 AM - Details Exporting for renukadevi48813
5/22/2024 7:04:58 AM - End Exporting for renukadevi48813
5/22/2024 7:04:59 AM - Details Exporting for roxstaraj
5/22/2024 7:05:08 AM - End Exporting for roxstaraj
5/22/2024 7:05:08 AM - Details Exporting for saiksekar
5/22/2024 7:05:18 AM - End Exporting for saiksekar
5/22/2024 7:05:18 AM - Details Exporting for sakthimaharai
5/22/2024 7:05:30 AM - End Exporting for sakthimaharai
5/22/2024 7:05:30 AM - Details Exporting for sam1nitb
5/22/2024 7:05:42 AM - End Exporting for sam1nitb
5/22/2024 7:05:42 AM - Details Exporting for samvedsinho
5/22/2024 7:05:54 AM - End Exporting for samvedsinho
5/22/2024 7:05:54 AM - Details Exporting for sanket_thai
5/22/2024 7:06:04 AM - End Exporting for sanket_thai
5/22/2024 7:06:04 AM - Details Exporting for sathiya6
5/22/2024 7:06:13 AM - End Exporting for sathiya6
5/22/2024 7:06:13 AM - Details Exporting for satish_v_kumar
5/22/2024 7:06:25 AM - End Exporting for satish_v_kumar
5/22/2024 7:06:25 AM - Details Exporting for satyayasv
5/22/2024 7:06:37 AM - End Exporting for satyayasv
5/22/2024 7:06:37 AM - Details Exporting for save_tejass
5/22/2024 7:06:48 AM - End Exporting for save_tejass
5/22/2024 7:06:48 AM - Details Exporting for scalperpanda
5/22/2024 7:06:57 AM - End Exporting for scalperpanda
5/22/2024 7:06:57 AM - Details Exporting for senthil20730816
5/22/2024 7:07:08 AM - End Exporting for senthil20730816
5/22/2024 7:07:08 AM - Details Exporting for shanbhogue
5/22/2024 7:07:19 AM - End Exporting for shanbhogue
5/22/2024 7:07:19 AM - Details Exporting for shashan88224475
5/22/2024 7:07:24 AM - End Exporting for shashan88224475
5/22/2024 7:07:24 AM - Details Exporting for shreyanshdaga
5/22/2024 7:07:33 AM - End Exporting for shreyanshdaga
5/22/2024 7:07:33 AM - Details Exporting for sid19247755
5/22/2024 7:07:44 AM - End Exporting for sid19247755
5/22/2024 7:07:44 AM - Details Exporting for sigmamvasa
5/22/2024 7:07:54 AM - End Exporting for sigmamvasa
5/22/2024 7:07:54 AM - Details Exporting for sjain_13
5/22/2024 7:08:05 AM - End Exporting for sjain_13
5/22/2024 7:08:05 AM - Details Exporting for sk_v55
5/22/2024 7:08:17 AM - End Exporting for sk_v55
5/22/2024 7:08:17 AM - Details Exporting for skandira
5/22/2024 7:08:26 AM - End Exporting for skandira
5/22/2024 7:08:26 AM - Details Exporting for skeserw
5/22/2024 7:08:35 AM - End Exporting for skeserw
5/22/2024 7:08:35 AM - Details Exporting for skghodki
5/22/2024 7:08:42 AM - End Exporting for skghodki
5/22/2024 7:08:42 AM - Details Exporting for skghodki_2
5/22/2024 7:08:51 AM - End Exporting for skghodki_2
5/22/2024 7:08:51 AM - Details Exporting for snipertradersin
5/22/2024 7:09:00 AM - End Exporting for snipertradersin
5/22/2024 7:09:00 AM - Details Exporting for sombusiva
5/22/2024 7:09:14 AM - End Exporting for sombusiva
5/22/2024 7:09:14 AM - Details Exporting for srinivega
5/22/2024 7:09:25 AM - End Exporting for srinivega
5/22/2024 7:09:25 AM - Details Exporting for sthita1999
5/22/2024 7:09:37 AM - End Exporting for sthita1999
5/22/2024 7:09:37 AM - Details Exporting for sthita1999_1
5/22/2024 7:09:47 AM - End Exporting for sthita1999_1
5/22/2024 7:09:47 AM - Details Exporting for stockmints
5/22/2024 7:09:57 AM - End Exporting for stockmints
5/22/2024 7:09:57 AM - Details Exporting for sudhakararaveeti
5/22/2024 7:10:04 AM - End Exporting for sudhakararaveeti
5/22/2024 7:10:04 AM - Details Exporting for sujtchanda1247
5/22/2024 7:10:14 AM - End Exporting for sujtchanda1247
5/22/2024 7:10:14 AM - Details Exporting for sumanse10438645
5/22/2024 7:10:22 AM - End Exporting for sumanse10438645
5/22/2024 7:10:22 AM - Details Exporting for surendrakandiratest
5/22/2024 7:10:35 AM - End Exporting for surendrakandiratest
5/22/2024 7:10:35 AM - Details Exporting for surendratest
5/22/2024 7:10:43 AM - End Exporting for surendratest
5/22/2024 7:10:43 AM - Details Exporting for suryabiswas_
5/22/2024 7:10:54 AM - End Exporting for suryabiswas_
5/22/2024 7:10:54 AM - Details Exporting for suvam___
5/22/2024 7:11:05 AM - End Exporting for suvam___
5/22/2024 7:11:05 AM - Details Exporting for swatimaheshwari
5/22/2024 7:11:14 AM - End Exporting for swatimaheshwari
5/22/2024 7:11:14 AM - Details Exporting for tamiltrade123
5/22/2024 7:11:25 AM - End Exporting for tamiltrade123
5/22/2024 7:11:25 AM - Details Exporting for tatvamasi2020
5/22/2024 7:11:36 AM - End Exporting for tatvamasi2020
5/22/2024 7:11:36 AM - Details Exporting for tdr8484
5/22/2024 7:11:46 AM - End Exporting for tdr8484
5/22/2024 7:11:46 AM - Details Exporting for technicalrooney
5/22/2024 7:11:57 AM - End Exporting for technicalrooney
5/22/2024 7:11:57 AM - Details Exporting for test1001
5/22/2024 7:12:09 AM - End Exporting for test1001
5/22/2024 7:12:09 AM - Details Exporting for test1001a
5/22/2024 7:12:21 AM - End Exporting for test1001a
5/22/2024 7:12:21 AM - Details Exporting for testsurendra
5/22/2024 7:12:30 AM - End Exporting for testsurendra
5/22/2024 7:12:30 AM - Details Exporting for theh0nesttrader
5/22/2024 7:12:38 AM - End Exporting for theh0nesttrader
5/22/2024 7:12:38 AM - Details Exporting for thelogicaltrade
5/22/2024 7:12:42 AM - End Exporting for thelogicaltrade
5/22/2024 7:12:42 AM - Details Exporting for themoneyminter
5/22/2024 7:12:47 AM - End Exporting for themoneyminter
5/22/2024 7:12:47 AM - Details Exporting for theoptionstradr
5/22/2024 7:12:52 AM - End Exporting for theoptionstradr
5/22/2024 7:12:52 AM - Details Exporting for thetamerabhai
5/22/2024 7:12:59 AM - End Exporting for thetamerabhai
5/22/2024 7:12:59 AM - Details Exporting for thinkwiseearnw1
5/22/2024 7:13:07 AM - End Exporting for thinkwiseearnw1
5/22/2024 7:13:07 AM - Details Exporting for trad4systematic
5/22/2024 7:13:13 AM - End Exporting for trad4systematic
5/22/2024 7:13:13 AM - Details Exporting for tradeandtequila
5/22/2024 7:13:16 AM - End Exporting for tradeandtequila
5/22/2024 7:13:16 AM - Details Exporting for tradecpr
5/22/2024 7:13:21 AM - End Exporting for tradecpr
5/22/2024 7:13:21 AM - Details Exporting for trader_vishnu
5/22/2024 7:13:25 AM - End Exporting for trader_vishnu
5/22/2024 7:13:25 AM - Details Exporting for traderbybirth
5/22/2024 7:13:28 AM - End Exporting for traderbybirth
5/22/2024 7:13:28 AM - Details Exporting for traderhousehq
5/22/2024 7:13:32 AM - End Exporting for traderhousehq
5/22/2024 7:13:32 AM - Details Exporting for traderight61099
5/22/2024 7:13:35 AM - End Exporting for traderight61099
5/22/2024 7:13:35 AM - Details Exporting for trading_wise
5/22/2024 7:13:38 AM - End Exporting for trading_wise
5/22/2024 7:13:38 AM - Details Exporting for tradingddos
5/22/2024 7:13:40 AM - End Exporting for tradingddos
5/22/2024 7:13:40 AM - Details Exporting for tradingscans
5/22/2024 7:13:44 AM - End Exporting for tradingscans
5/22/2024 7:13:44 AM - Details Exporting for tradingvoyage7
5/22/2024 7:13:46 AM - End Exporting for tradingvoyage7
5/22/2024 7:13:46 AM - Details Exporting for tradingwithfun1
5/22/2024 7:13:48 AM - End Exporting for tradingwithfun1
5/22/2024 7:13:48 AM - Details Exporting for trend_trader_
5/22/2024 7:13:51 AM - End Exporting for trend_trader_
5/22/2024 7:13:51 AM - Details Exporting for tribhavc
5/22/2024 7:13:53 AM - End Exporting for tribhavc
5/22/2024 7:13:53 AM - Details Exporting for truthseekerperi
5/22/2024 7:13:56 AM - End Exporting for truthseekerperi
5/22/2024 7:13:56 AM - Details Exporting for ultraneo87
5/22/2024 7:13:58 AM - End Exporting for ultraneo87
5/22/2024 7:13:58 AM - Details Exporting for univercellcare1
5/22/2024 7:14:00 AM - End Exporting for univercellcare1
5/22/2024 7:14:00 AM - Details Exporting for uttamkamlesh
5/22/2024 7:14:04 AM - End Exporting for uttamkamlesh
5/22/2024 7:14:04 AM - Details Exporting for vaishu08chauhan
5/22/2024 7:14:07 AM - End Exporting for vaishu08chauhan
5/22/2024 7:14:07 AM - Details Exporting for vijayinvites
5/22/2024 7:14:10 AM - End Exporting for vijayinvites
5/22/2024 7:14:10 AM - Details Exporting for vijayinvites1
5/22/2024 7:14:14 AM - End Exporting for vijayinvites1
5/22/2024 7:14:14 AM - Details Exporting for vijaynyamati
5/22/2024 7:14:18 AM - End Exporting for vijaynyamati
5/22/2024 7:14:18 AM - Details Exporting for vijju5857
5/22/2024 7:14:22 AM - End Exporting for vijju5857
5/22/2024 7:14:22 AM - Details Exporting for vishalshaw62
5/22/2024 7:14:24 AM - End Exporting for vishalshaw62
5/22/2024 7:14:24 AM - Details Exporting for vishudhkothari
5/22/2024 7:14:27 AM - End Exporting for vishudhkothari
5/22/2024 7:14:27 AM - Details Exporting for vivekiitv
5/22/2024 7:14:29 AM - End Exporting for vivekiitv
5/22/2024 7:14:29 AM - Details Exporting for yadudots_1
5/22/2024 7:14:33 AM - End Exporting for yadudots_1
5/22/2024 7:14:33 AM - Details Exporting for yadudots_2
5/22/2024 7:14:35 AM - End Exporting for yadudots_2
5/22/2024 7:14:35 AM - Details Exporting for yuvrajmane04
5/22/2024 7:14:39 AM - End Exporting for yuvrajmane04
5/22/2024 7:14:39 AM - Details Exporting for zerodramatrader
5/22/2024 7:14:40 AM - End Exporting for zerodramatrader
5/22/2024 7:14:40 AM - ####################################################################
5/22/2024 7:14:40 AM - Start Exporting Detail Summary
5/22/2024 7:14:40 AM - End Exporting to json only
5/22/2024 8:21:58 AM - Start Exporting to json only
5/22/2024 8:21:58 AM - Start Exporting userInfo
5/22/2024 8:24:08 AM - Start Exporting to json only
5/22/2024 8:24:08 AM - Start Exporting userInfo
5/22/2024 11:29:31 AM - Start Exporting to json only
5/22/2024 11:29:32 AM - Start Exporting userInfo
5/22/2024 11:34:12 AM - The request was canceled due to the configured HttpClient.Timeout of 100 seconds elapsing.
5/22/2024 11:47:35 AM - Start Exporting to json only
5/22/2024 11:47:35 AM - Start Exporting userInfo
5/22/2024 11:56:22 AM - Start Exporting to json only
5/22/2024 11:56:22 AM - Start Exporting userInfo
5/22/2024 11:58:05 AM - End Exporting userInfo
5/22/2024 11:58:05 AM - *******************************************************
5/22/2024 11:58:05 AM - Start Exporting AccountSummary
5/22/2024 11:58:05 AM - Start Exporting AccountSummary for All
5/22/2024 11:58:59 AM - End Exporting AccountSummary for All
5/22/2024 11:58:59 AM - Start Exporting AccountSummary for PreviousDay
5/22/2024 11:59:51 AM - End Exporting AccountSummary for PreviousDay
5/22/2024 11:59:51 AM - Start Exporting AccountSummary for Last7Days
5/22/2024 12:00:47 PM - End Exporting AccountSummary for Last7Days
5/22/2024 12:00:47 PM - Start Exporting AccountSummary for Last30Days
5/22/2024 12:01:57 PM - End Exporting AccountSummary for Last30Days
5/22/2024 12:01:57 PM - Start Exporting AccountSummary for Last60Days
5/22/2024 12:02:49 PM - End Exporting AccountSummary for Last60Days
5/22/2024 12:02:49 PM - Start Exporting AccountSummary for Last90Days
5/22/2024 12:03:43 PM - End Exporting AccountSummary for Last90Days
5/22/2024 12:03:43 PM - Start Exporting AccountSummary for Last180Days
5/22/2024 12:04:40 PM - End Exporting AccountSummary for Last180Days
5/22/2024 12:04:40 PM - Start Exporting AccountSummary for Last360Days
5/22/2024 12:05:36 PM - End Exporting AccountSummary for Last360Days
5/22/2024 12:05:36 PM - Start Exporting AccountSummary for PreviousFY
5/22/2024 12:06:30 PM - End Exporting AccountSummary for PreviousFY
5/22/2024 12:06:30 PM - Start Exporting AccountSummary for CurrentFY
5/22/2024 12:07:25 PM - End Exporting AccountSummary for CurrentFY
5/22/2024 12:07:25 PM - Start Exporting AccountSummary for FY2324
5/22/2024 12:08:21 PM - End Exporting AccountSummary for FY2324
5/22/2024 12:08:21 PM - Start Exporting AccountSummary for CurrentWeek
5/22/2024 12:09:15 PM - End Exporting AccountSummary for CurrentWeek
5/22/2024 12:09:15 PM - Start Exporting AccountSummary for CurrentMonth
5/22/2024 12:10:05 PM - End Exporting AccountSummary for CurrentMonth
5/22/2024 12:10:05 PM - Start Exporting AccountSummary for PreviousMonth
5/22/2024 12:10:57 PM - End Exporting AccountSummary for PreviousMonth
5/22/2024 12:10:57 PM - End Exporting AccountSummary
5/22/2024 12:10:57 PM - *******************************************************
5/22/2024 12:10:57 PM - ####################################################################
5/22/2024 12:10:57 PM - Start Exporting Detail Summary
5/22/2024 12:11:41 PM - Object reference not set to an instance of an object.
5/22/2024 12:57:31 PM - Start Exporting to json only
5/22/2024 12:57:32 PM - Start Exporting userInfo
5/22/2024 12:59:04 PM - End Exporting userInfo
5/22/2024 12:59:04 PM - *******************************************************
5/22/2024 12:59:04 PM - Start Exporting AccountSummary
5/22/2024 12:59:04 PM - Start Exporting AccountSummary for All
5/22/2024 12:59:48 PM - End Exporting AccountSummary for All
5/22/2024 12:59:48 PM - Start Exporting AccountSummary for PreviousDay
5/22/2024 1:00:31 PM - End Exporting AccountSummary for PreviousDay
5/22/2024 1:00:31 PM - Start Exporting AccountSummary for Last7Days
5/22/2024 1:01:14 PM - End Exporting AccountSummary for Last7Days
5/22/2024 1:01:14 PM - Start Exporting AccountSummary for Last30Days
5/22/2024 1:01:57 PM - End Exporting AccountSummary for Last30Days
5/22/2024 1:01:57 PM - Start Exporting AccountSummary for Last60Days
5/22/2024 1:02:39 PM - End Exporting AccountSummary for Last60Days
5/22/2024 1:02:39 PM - Start Exporting AccountSummary for Last90Days
5/22/2024 1:03:22 PM - End Exporting AccountSummary for Last90Days
5/22/2024 1:03:22 PM - Start Exporting AccountSummary for Last180Days
5/22/2024 1:04:07 PM - End Exporting AccountSummary for Last180Days
5/22/2024 1:04:07 PM - Start Exporting AccountSummary for Last360Days
5/22/2024 1:04:49 PM - End Exporting AccountSummary for Last360Days
5/22/2024 1:04:49 PM - Start Exporting AccountSummary for PreviousFY
5/22/2024 1:05:32 PM - End Exporting AccountSummary for PreviousFY
5/22/2024 1:05:32 PM - Start Exporting AccountSummary for CurrentFY
5/22/2024 1:06:17 PM - End Exporting AccountSummary for CurrentFY
5/22/2024 1:06:17 PM - Start Exporting AccountSummary for FY2324
5/22/2024 1:06:59 PM - End Exporting AccountSummary for FY2324
5/22/2024 1:06:59 PM - Start Exporting AccountSummary for CurrentWeek
5/22/2024 1:07:42 PM - End Exporting AccountSummary for CurrentWeek
5/22/2024 1:07:42 PM - Start Exporting AccountSummary for CurrentMonth
5/22/2024 1:08:27 PM - End Exporting AccountSummary for CurrentMonth
5/22/2024 1:08:27 PM - Start Exporting AccountSummary for PreviousMonth
5/22/2024 1:09:11 PM - End Exporting AccountSummary for PreviousMonth
5/22/2024 1:09:11 PM - End Exporting AccountSummary
5/22/2024 1:09:11 PM - *******************************************************
5/22/2024 1:09:11 PM - ####################################################################
5/22/2024 1:09:11 PM - Start Exporting Detail Summary
5/22/2024 1:09:13 PM - Details Exporting for kini_aditya
5/22/2024 1:10:04 PM - End Exporting for kini_aditya
5/22/2024 1:10:04 PM - ####################################################################
5/22/2024 1:10:04 PM - Start Exporting Detail Summary
5/22/2024 1:10:04 PM - End Exporting to json only
