5/9/2024 2:09:18 PM - Start Exporting to json only
5/9/2024 2:09:18 PM - Start Exporting userInfo
5/9/2024 2:10:58 PM - The request was canceled due to the configured HttpClient.Timeout of 100 seconds elapsing.
5/9/2024 2:12:17 PM - Start Exporting to json only
5/9/2024 2:12:17 PM - Start Exporting userInfo
5/9/2024 2:18:24 PM - Start Exporting to json only
5/9/2024 2:18:24 PM - Start Exporting userInfo
5/9/2024 2:22:16 PM - Start Exporting to json only
5/9/2024 2:22:16 PM - Start Exporting userInfo
5/9/2024 2:27:53 PM - Start Exporting to json only
5/9/2024 2:27:53 PM - Start Exporting userInfo
5/9/2024 2:36:11 PM - Start Exporting to json only
5/9/2024 2:36:11 PM - Start Exporting userInfo
5/9/2024 2:42:25 PM - Start Exporting to json only
5/9/2024 2:42:25 PM - Start Exporting userInfo
5/9/2024 2:43:21 PM - Object reference not set to an instance of an object.
5/9/2024 2:47:19 PM - Start Exporting to json only
5/9/2024 2:47:19 PM - Start Exporting userInfo
5/9/2024 2:48:16 PM - Object reference not set to an instance of an object.
5/9/2024 2:48:36 PM - Start Exporting to json only
5/9/2024 2:48:36 PM - Start Exporting userInfo
5/9/2024 2:49:36 PM - Object reference not set to an instance of an object.
5/9/2024 2:50:59 PM - Start Exporting to json only
5/9/2024 2:50:59 PM - Start Exporting userInfo
5/9/2024 5:52:19 PM - Start Exporting to json only
5/9/2024 5:52:19 PM - Start Exporting userInfo
5/9/2024 5:54:37 PM - Start Exporting to json only
5/9/2024 5:54:37 PM - Start Exporting userInfo
5/9/2024 5:54:55 PM - Start Exporting to json only
5/9/2024 5:54:55 PM - Start Exporting userInfo
5/9/2024 5:55:38 PM - End Exporting userInfo
5/9/2024 5:55:38 PM - *******************************************************
5/9/2024 5:55:38 PM - Start Exporting AccountSummary
5/9/2024 5:55:38 PM - Start Exporting AccountSummary for All
5/9/2024 5:56:00 PM - End Exporting userInfo
5/9/2024 5:56:00 PM - *******************************************************
5/9/2024 5:56:00 PM - Start Exporting AccountSummary
5/9/2024 5:56:00 PM - Start Exporting AccountSummary for All
5/9/2024 5:57:03 PM - End Exporting AccountSummary for All
5/9/2024 5:57:03 PM - Start Exporting AccountSummary for PreviousDay
5/9/2024 5:57:33 PM - End Exporting AccountSummary for PreviousDay
5/9/2024 5:57:33 PM - Start Exporting AccountSummary for Last7Days
5/9/2024 5:57:40 PM - The request was canceled due to the configured HttpClient.Timeout of 100 seconds elapsing.
5/9/2024 5:58:15 PM - End Exporting AccountSummary for Last7Days
5/9/2024 5:58:15 PM - Start Exporting AccountSummary for Last30Days
5/9/2024 5:58:47 PM - End Exporting AccountSummary for Last30Days
5/9/2024 5:58:47 PM - Start Exporting AccountSummary for Last60Days
5/9/2024 5:59:29 PM - Start Exporting to json only
5/9/2024 5:59:29 PM - Start Exporting userInfo
5/9/2024 5:59:32 PM - End Exporting AccountSummary for Last60Days
5/9/2024 5:59:32 PM - Start Exporting AccountSummary for Last90Days
5/9/2024 6:00:42 PM - End Exporting AccountSummary for Last90Days
5/9/2024 6:00:42 PM - Start Exporting AccountSummary for Last180Days
5/9/2024 6:01:40 PM - End Exporting AccountSummary for Last180Days
5/9/2024 6:01:40 PM - Start Exporting AccountSummary for Last360Days
5/9/2024 6:02:41 PM - End Exporting AccountSummary for Last360Days
5/9/2024 6:02:41 PM - Start Exporting AccountSummary for PreviousFY
5/9/2024 6:03:37 PM - End Exporting AccountSummary for PreviousFY
5/9/2024 6:03:37 PM - Start Exporting AccountSummary for CurrentFY
5/9/2024 6:04:10 PM - End Exporting AccountSummary for CurrentFY
5/9/2024 6:04:10 PM - Start Exporting AccountSummary for FY2324
5/9/2024 6:05:13 PM - End Exporting AccountSummary for FY2324
5/9/2024 6:05:14 PM - Start Exporting AccountSummary for CurrentWeek
5/9/2024 6:05:26 PM - End Exporting AccountSummary for CurrentWeek
5/9/2024 6:05:26 PM - Start Exporting AccountSummary for CurrentMonth
5/9/2024 6:05:53 PM - End Exporting AccountSummary for CurrentMonth
5/9/2024 6:05:53 PM - Start Exporting AccountSummary for PreviousMonth
5/9/2024 6:06:31 PM - End Exporting AccountSummary for PreviousMonth
5/9/2024 6:06:31 PM - End Exporting AccountSummary
5/9/2024 6:06:32 PM - *******************************************************
5/9/2024 6:06:32 PM - ####################################################################
5/9/2024 6:06:32 PM - Start Exporting Detail Summary
5/9/2024 6:18:02 PM - Details Exporting for nitinagrawal65
5/9/2024 6:18:06 PM - End Exporting for nitinagrawal65
5/9/2024 6:18:06 PM - Details Exporting for nitinrparab
5/9/2024 6:18:09 PM - End Exporting for nitinrparab
5/9/2024 6:18:09 PM - Details Exporting for nomadtrader_wip
5/9/2024 6:18:12 PM - End Exporting for nomadtrader_wip
5/9/2024 6:18:12 PM - Details Exporting for optionchandru
5/9/2024 6:18:16 PM - End Exporting for optionchandru
5/9/2024 6:18:16 PM - Details Exporting for optionseller8
5/9/2024 6:18:19 PM - End Exporting for optionseller8
5/9/2024 6:18:19 PM - Details Exporting for optionstories
5/9/2024 6:18:22 PM - End Exporting for optionstories
5/9/2024 6:18:22 PM - Details Exporting for optionstories_fmly
5/9/2024 6:18:27 PM - End Exporting for optionstories_fmly
5/9/2024 6:18:27 PM - Details Exporting for pankaj3038
5/9/2024 6:18:31 PM - End Exporting for pankaj3038
5/9/2024 6:18:31 PM - Details Exporting for pankaj_agr_18
5/9/2024 6:18:36 PM - End Exporting for pankaj_agr_18
5/9/2024 6:18:36 PM - Details Exporting for parpellawealth
5/9/2024 6:18:40 PM - End Exporting for parpellawealth
5/9/2024 6:18:40 PM - Details Exporting for pddkrishna
5/9/2024 6:18:44 PM - End Exporting for pddkrishna
5/9/2024 6:18:44 PM - Details Exporting for prabalpaul
5/9/2024 6:18:48 PM - End Exporting for prabalpaul
5/9/2024 6:18:48 PM - Details Exporting for pradeepchungath
5/9/2024 6:18:52 PM - End Exporting for pradeepchungath
5/9/2024 6:18:52 PM - Details Exporting for pragmatict6330
5/9/2024 6:18:57 PM - End Exporting for pragmatict6330
5/9/2024 6:18:57 PM - Details Exporting for prashantpujari5
5/9/2024 6:19:01 PM - End Exporting for prashantpujari5
5/9/2024 6:19:01 PM - Details Exporting for praveen56485435
5/9/2024 6:19:06 PM - End Exporting for praveen56485435
5/9/2024 6:19:06 PM - Details Exporting for praveenbha48681
5/9/2024 6:19:09 PM - End Exporting for praveenbha48681
5/9/2024 6:19:10 PM - Details Exporting for prernarjit
5/9/2024 6:19:11 PM - End Exporting for prernarjit
5/9/2024 6:19:11 PM - Details Exporting for pritesh_kakani
5/9/2024 6:19:14 PM - End Exporting for pritesh_kakani
5/9/2024 6:19:14 PM - Details Exporting for pritpal94974525
5/9/2024 6:19:15 PM - End Exporting for pritpal94974525
5/9/2024 6:19:15 PM - Details Exporting for priyanshu_107
5/9/2024 6:19:18 PM - End Exporting for priyanshu_107
5/9/2024 6:19:18 PM - Details Exporting for professorlife3
5/9/2024 6:19:21 PM - End Exporting for professorlife3
5/9/2024 6:19:21 PM - Details Exporting for profitbuddy_in
5/9/2024 6:19:24 PM - End Exporting for profitbuddy_in
5/9/2024 6:19:24 PM - Details Exporting for projectwealth7
5/9/2024 6:19:26 PM - End Exporting for projectwealth7
5/9/2024 6:19:26 PM - Details Exporting for pruthvikav
5/9/2024 6:19:29 PM - End Exporting for pruthvikav
5/9/2024 6:19:29 PM - Details Exporting for quatltd
5/9/2024 6:19:32 PM - End Exporting for quatltd
5/9/2024 6:19:32 PM - Details Exporting for rahul1_0
5/9/2024 6:19:35 PM - End Exporting for rahul1_0
5/9/2024 6:19:35 PM - Details Exporting for rahullkkr
5/9/2024 6:19:38 PM - End Exporting for rahullkkr
5/9/2024 6:19:38 PM - Details Exporting for rajeshk17264482
5/9/2024 6:19:41 PM - End Exporting for rajeshk17264482
5/9/2024 6:19:41 PM - Details Exporting for ramangogo
5/9/2024 6:19:45 PM - End Exporting for ramangogo
5/9/2024 6:19:45 PM - Details Exporting for ramanmaken
5/9/2024 6:19:49 PM - End Exporting for ramanmaken
5/9/2024 6:19:49 PM - Details Exporting for rameshg2079
5/9/2024 6:19:54 PM - End Exporting for rameshg2079
5/9/2024 6:19:54 PM - Details Exporting for raut__naval
5/9/2024 6:19:58 PM - End Exporting for raut__naval
5/9/2024 6:19:58 PM - Details Exporting for readdmarket
5/9/2024 6:20:02 PM - End Exporting for readdmarket
5/9/2024 6:20:02 PM - Details Exporting for realrsofficial
5/9/2024 6:20:06 PM - End Exporting for realrsofficial
5/9/2024 6:20:06 PM - Details Exporting for realuanand
5/9/2024 6:20:08 PM - End Exporting for realuanand
5/9/2024 6:20:08 PM - Details Exporting for renukadevi48813
5/9/2024 6:20:15 PM - End Exporting for renukadevi48813
5/9/2024 6:20:15 PM - Details Exporting for roxstaraj
5/9/2024 6:20:19 PM - End Exporting for roxstaraj
5/9/2024 6:20:19 PM - Details Exporting for saiksekar
5/9/2024 6:20:24 PM - End Exporting for saiksekar
5/9/2024 6:20:24 PM - Details Exporting for sakthimaharai
5/9/2024 6:20:29 PM - End Exporting for sakthimaharai
5/9/2024 6:20:29 PM - Details Exporting for sam1nitb
5/9/2024 6:20:33 PM - End Exporting for sam1nitb
5/9/2024 6:20:33 PM - Details Exporting for samvedsinho
5/9/2024 6:20:38 PM - End Exporting for samvedsinho
5/9/2024 6:20:38 PM - Details Exporting for sanket_thai
5/9/2024 6:20:42 PM - End Exporting for sanket_thai
5/9/2024 6:20:42 PM - Details Exporting for sathiya6
5/9/2024 6:20:45 PM - End Exporting for sathiya6
5/9/2024 6:20:45 PM - Details Exporting for satish_v_kumar
5/9/2024 6:20:49 PM - End Exporting for satish_v_kumar
5/9/2024 6:20:49 PM - Details Exporting for satyayasv
5/9/2024 6:20:53 PM - End Exporting for satyayasv
5/9/2024 6:20:53 PM - Details Exporting for save_tejass
5/9/2024 6:20:57 PM - End Exporting for save_tejass
5/9/2024 6:20:57 PM - Details Exporting for scalperpanda
5/9/2024 6:21:01 PM - End Exporting for scalperpanda
5/9/2024 6:21:01 PM - Details Exporting for senthil20730816
5/9/2024 6:21:06 PM - End Exporting for senthil20730816
5/9/2024 6:21:06 PM - Details Exporting for shanbhogue
5/9/2024 6:21:10 PM - End Exporting for shanbhogue
5/9/2024 6:21:10 PM - Details Exporting for shashan88224475
5/9/2024 6:21:13 PM - End Exporting for shashan88224475
5/9/2024 6:21:13 PM - Details Exporting for shreyanshdaga
5/9/2024 6:21:18 PM - End Exporting for shreyanshdaga
5/9/2024 6:21:18 PM - Details Exporting for sid19247755
5/9/2024 6:21:23 PM - End Exporting for sid19247755
5/9/2024 6:21:23 PM - Details Exporting for sigmamvasa
5/9/2024 6:21:27 PM - End Exporting for sigmamvasa
5/9/2024 6:21:27 PM - Details Exporting for sjain_13
5/9/2024 6:21:32 PM - End Exporting for sjain_13
5/9/2024 6:21:32 PM - Details Exporting for sk_v55
5/9/2024 6:21:40 PM - End Exporting for sk_v55
5/9/2024 6:21:40 PM - Details Exporting for skandira
5/9/2024 6:21:45 PM - End Exporting for skandira
5/9/2024 6:21:45 PM - Details Exporting for skeserw
5/9/2024 6:21:52 PM - End Exporting for skeserw
5/9/2024 6:21:52 PM - Details Exporting for skghodki
5/9/2024 6:21:57 PM - End Exporting for skghodki
5/9/2024 6:21:57 PM - Details Exporting for skghodki_2
5/9/2024 6:22:02 PM - End Exporting for skghodki_2
5/9/2024 6:22:02 PM - Details Exporting for snipertradersin
5/9/2024 6:22:08 PM - End Exporting for snipertradersin
5/9/2024 6:22:08 PM - Details Exporting for sombusiva
5/9/2024 6:22:15 PM - End Exporting for sombusiva
5/9/2024 6:22:15 PM - Details Exporting for srinivega
5/9/2024 6:22:21 PM - End Exporting for srinivega
5/9/2024 6:22:21 PM - Details Exporting for sthita1999
5/9/2024 6:22:27 PM - End Exporting for sthita1999
5/9/2024 6:22:27 PM - Details Exporting for sthita1999_1
5/9/2024 6:22:33 PM - End Exporting for sthita1999_1
5/9/2024 6:22:33 PM - Details Exporting for stockmints
5/9/2024 6:22:40 PM - End Exporting for stockmints
5/9/2024 6:22:40 PM - Details Exporting for sudhakararaveeti
5/9/2024 6:22:44 PM - End Exporting for sudhakararaveeti
5/9/2024 6:22:44 PM - Details Exporting for sujtchanda1247
5/9/2024 6:22:49 PM - End Exporting for sujtchanda1247
5/9/2024 6:22:49 PM - Details Exporting for sumanse10438645
5/9/2024 6:22:55 PM - End Exporting for sumanse10438645
5/9/2024 6:22:55 PM - Details Exporting for surendratest
5/9/2024 6:23:00 PM - End Exporting for surendratest
5/9/2024 6:23:00 PM - Details Exporting for suryabiswas_
5/9/2024 6:23:03 PM - End Exporting for suryabiswas_
5/9/2024 6:23:03 PM - Details Exporting for suvam___
5/9/2024 6:23:07 PM - End Exporting for suvam___
5/9/2024 6:23:07 PM - Details Exporting for swatimaheshwari
5/9/2024 6:23:11 PM - End Exporting for swatimaheshwari
5/9/2024 6:23:11 PM - Details Exporting for tamiltrade123
5/9/2024 6:23:15 PM - End Exporting for tamiltrade123
5/9/2024 6:23:15 PM - Details Exporting for tatvamasi2020
5/9/2024 6:23:17 PM - End Exporting for tatvamasi2020
5/9/2024 6:23:17 PM - Details Exporting for tdr8484
5/9/2024 6:23:21 PM - End Exporting for tdr8484
5/9/2024 6:23:21 PM - Details Exporting for technicalrooney
5/9/2024 6:23:26 PM - End Exporting for technicalrooney
5/9/2024 6:23:26 PM - Details Exporting for test1001
5/9/2024 6:23:35 PM - End Exporting for test1001
5/9/2024 6:23:35 PM - Details Exporting for test1001a
5/9/2024 6:27:50 PM - Start Exporting to json only
5/9/2024 6:27:51 PM - Start Exporting userInfo
5/9/2024 6:28:15 PM - End Exporting userInfo
5/9/2024 6:28:15 PM - *******************************************************
5/9/2024 6:28:15 PM - Start Exporting AccountSummary
5/9/2024 6:28:15 PM - Start Exporting AccountSummary for All
5/9/2024 6:28:34 PM - End Exporting AccountSummary for All
5/9/2024 6:28:34 PM - Start Exporting AccountSummary for PreviousDay
5/9/2024 6:28:35 PM - End Exporting AccountSummary for PreviousDay
5/9/2024 6:28:35 PM - Start Exporting AccountSummary for Last7Days
5/9/2024 6:28:38 PM - End Exporting AccountSummary for Last7Days
5/9/2024 6:28:38 PM - Start Exporting AccountSummary for Last30Days
5/9/2024 6:28:42 PM - End Exporting AccountSummary for Last30Days
5/9/2024 6:28:42 PM - Start Exporting AccountSummary for Last60Days
5/9/2024 6:28:45 PM - End Exporting AccountSummary for Last60Days
5/9/2024 6:28:45 PM - Start Exporting AccountSummary for Last90Days
5/9/2024 6:28:49 PM - End Exporting AccountSummary for Last90Days
5/9/2024 6:28:50 PM - Start Exporting AccountSummary for Last180Days
5/9/2024 6:29:03 PM - End Exporting AccountSummary for Last180Days
5/9/2024 6:29:03 PM - Start Exporting AccountSummary for Last360Days
5/9/2024 6:29:24 PM - End Exporting AccountSummary for Last360Days
5/9/2024 6:29:24 PM - Start Exporting AccountSummary for PreviousFY
5/9/2024 6:29:40 PM - End Exporting AccountSummary for PreviousFY
5/9/2024 6:29:40 PM - Start Exporting AccountSummary for CurrentFY
5/9/2024 6:29:44 PM - End Exporting AccountSummary for CurrentFY
5/9/2024 6:29:44 PM - Start Exporting AccountSummary for FY2324
5/9/2024 6:29:57 PM - End Exporting AccountSummary for FY2324
5/9/2024 6:29:57 PM - Start Exporting AccountSummary for CurrentWeek
5/9/2024 6:29:59 PM - End Exporting AccountSummary for CurrentWeek
5/9/2024 6:29:59 PM - Start Exporting AccountSummary for CurrentMonth
5/9/2024 6:30:01 PM - End Exporting AccountSummary for CurrentMonth
5/9/2024 6:30:01 PM - Start Exporting AccountSummary for PreviousMonth
5/9/2024 6:30:04 PM - End Exporting AccountSummary for PreviousMonth
5/9/2024 6:30:04 PM - End Exporting AccountSummary
5/9/2024 6:30:04 PM - *******************************************************
5/9/2024 6:30:04 PM - ####################################################################
5/9/2024 6:30:04 PM - Start Exporting Detail Summary
5/9/2024 6:30:06 PM - Details Exporting for 0724301d
5/9/2024 6:30:33 PM - End Exporting for 0724301d
5/9/2024 6:30:33 PM - Details Exporting for 08fc4f78
5/9/2024 6:30:36 PM - End Exporting for 08fc4f78
5/9/2024 6:30:36 PM - Details Exporting for 1percentileclub
5/9/2024 6:30:40 PM - End Exporting for 1percentileclub
5/9/2024 6:30:40 PM - Details Exporting for 21_abhinav
5/9/2024 6:30:43 PM - End Exporting for 21_abhinav
5/9/2024 6:30:43 PM - Details Exporting for 258b7c5e
5/9/2024 6:30:47 PM - End Exporting for 258b7c5e
5/9/2024 6:30:47 PM - Details Exporting for 2addaded
5/9/2024 6:30:52 PM - End Exporting for 2addaded
5/9/2024 6:30:52 PM - Details Exporting for 34b8c271
5/9/2024 6:30:58 PM - End Exporting for 34b8c271
5/9/2024 6:30:58 PM - Details Exporting for 3c540be2
5/9/2024 6:31:03 PM - End Exporting for 3c540be2
5/9/2024 6:31:03 PM - Details Exporting for 43ba598b
5/9/2024 6:31:07 PM - End Exporting for 43ba598b
5/9/2024 6:31:07 PM - Details Exporting for 63b0b789
5/9/2024 6:31:15 PM - End Exporting for 63b0b789
5/9/2024 6:31:15 PM - Details Exporting for 669128b6
5/9/2024 6:31:20 PM - End Exporting for 669128b6
5/9/2024 6:31:20 PM - Details Exporting for 682ac65a
5/9/2024 6:31:24 PM - End Exporting for 682ac65a
5/9/2024 6:31:24 PM - Details Exporting for 6f3eb971
5/9/2024 6:31:26 PM - End Exporting for 6f3eb971
5/9/2024 6:31:26 PM - Details Exporting for 7d099999
5/9/2024 6:31:30 PM - End Exporting for 7d099999
5/9/2024 6:31:30 PM - Details Exporting for 7d099999test
5/9/2024 6:31:34 PM - End Exporting for 7d099999test
5/9/2024 6:31:34 PM - Details Exporting for 7up7down12
5/9/2024 6:31:36 PM - End Exporting for 7up7down12
5/9/2024 6:31:36 PM - Details Exporting for 872ed21c
5/9/2024 6:31:39 PM - End Exporting for 872ed21c
5/9/2024 6:31:39 PM - Details Exporting for algo_matics
5/9/2024 6:31:40 PM - End Exporting for algo_matics
5/9/2024 6:31:40 PM - Details Exporting for arunprakashg1
5/9/2024 6:31:43 PM - End Exporting for arunprakashg1
5/9/2024 6:31:43 PM - Details Exporting for bnstraddler
5/9/2024 6:31:44 PM - End Exporting for bnstraddler
5/9/2024 6:31:44 PM - Details Exporting for charts_india
5/9/2024 6:31:45 PM - End Exporting for charts_india
5/9/2024 6:31:45 PM - Details Exporting for dharanitrades
5/9/2024 6:31:47 PM - End Exporting for dharanitrades
5/9/2024 6:31:47 PM - Details Exporting for financedeft
5/9/2024 6:31:50 PM - End Exporting for financedeft
5/9/2024 6:31:50 PM - Details Exporting for leelakrishnat3
5/9/2024 6:31:52 PM - End Exporting for leelakrishnat3
5/9/2024 6:31:52 PM - Details Exporting for manoj27039
5/9/2024 6:31:57 PM - End Exporting for manoj27039
5/9/2024 6:31:57 PM - Details Exporting for odishatrader
5/9/2024 6:31:59 PM - End Exporting for odishatrader
5/9/2024 6:31:59 PM - Details Exporting for ph0enix07
5/9/2024 6:32:01 PM - End Exporting for ph0enix07
5/9/2024 6:32:02 PM - Details Exporting for quantfortrade
5/9/2024 6:32:03 PM - End Exporting for quantfortrade
5/9/2024 6:32:03 PM - Details Exporting for zeusv70368698
5/9/2024 6:32:05 PM - End Exporting for zeusv70368698
5/9/2024 6:32:05 PM - Details Exporting for _adarshvaish
5/9/2024 6:32:08 PM - End Exporting for _adarshvaish
5/9/2024 6:32:08 PM - Details Exporting for _curious_trader
5/9/2024 6:32:11 PM - End Exporting for _curious_trader
5/9/2024 6:32:11 PM - Details Exporting for a9fate
5/9/2024 6:32:15 PM - End Exporting for a9fate
5/9/2024 6:32:15 PM - Details Exporting for aalintech
5/9/2024 6:32:18 PM - End Exporting for aalintech
5/9/2024 6:32:18 PM - Details Exporting for abeb99e9
5/9/2024 6:32:20 PM - End Exporting for abeb99e9
5/9/2024 6:32:20 PM - Details Exporting for abhisiddtrades
5/9/2024 6:32:24 PM - End Exporting for abhisiddtrades
5/9/2024 6:32:24 PM - Details Exporting for abhrarajc
5/9/2024 6:32:27 PM - End Exporting for abhrarajc
5/9/2024 6:32:27 PM - Details Exporting for ac91a22a
5/9/2024 6:32:30 PM - End Exporting for ac91a22a
5/9/2024 6:32:30 PM - Details Exporting for accurateaakash
5/9/2024 6:32:33 PM - End Exporting for accurateaakash
5/9/2024 6:32:33 PM - Details Exporting for adhikpatil16_1
5/9/2024 6:32:35 PM - End Exporting for adhikpatil16_1
5/9/2024 6:32:35 PM - Details Exporting for adhikpatil16_2
5/9/2024 6:32:37 PM - End Exporting for adhikpatil16_2
5/9/2024 6:32:37 PM - Details Exporting for adhikpatil16_3
5/9/2024 6:32:40 PM - End Exporting for adhikpatil16_3
5/9/2024 6:32:40 PM - Details Exporting for aditya_joshi12
5/9/2024 6:32:43 PM - End Exporting for aditya_joshi12
5/9/2024 6:32:43 PM - Details Exporting for adityakomble
5/9/2024 6:32:48 PM - End Exporting for adityakomble
5/9/2024 6:32:48 PM - Details Exporting for ahamswamy
5/9/2024 6:32:55 PM - End Exporting for ahamswamy
5/9/2024 6:32:55 PM - Details Exporting for ajvasanth28
5/9/2024 6:33:00 PM - End Exporting for ajvasanth28
5/9/2024 6:33:00 PM - Details Exporting for aks_alter
5/9/2024 6:33:05 PM - End Exporting for aks_alter
5/9/2024 6:33:05 PM - Details Exporting for akshataketgale
5/9/2024 6:33:09 PM - End Exporting for akshataketgale
5/9/2024 6:33:09 PM - Details Exporting for algotradingbot
5/9/2024 6:33:11 PM - End Exporting for algotradingbot
5/9/2024 6:33:11 PM - Details Exporting for am9422a
5/9/2024 6:33:14 PM - End Exporting for am9422a
5/9/2024 6:33:14 PM - Details Exporting for amalendu21
5/9/2024 6:33:16 PM - End Exporting for amalendu21
5/9/2024 6:33:16 PM - Details Exporting for amalraj2020
5/9/2024 6:33:20 PM - End Exporting for amalraj2020
5/9/2024 6:33:20 PM - Details Exporting for aman_ch01
5/9/2024 6:33:23 PM - End Exporting for aman_ch01
5/9/2024 6:33:23 PM - Details Exporting for amanchaure14
5/9/2024 6:33:27 PM - End Exporting for amanchaure14
5/9/2024 6:33:27 PM - Details Exporting for amit2021pune
5/9/2024 6:33:31 PM - End Exporting for amit2021pune
5/9/2024 6:33:31 PM - Details Exporting for anandableanand
5/9/2024 6:33:35 PM - End Exporting for anandableanand
5/9/2024 6:33:35 PM - Details Exporting for anuj_lunawat
5/9/2024 6:33:38 PM - End Exporting for anuj_lunawat
5/9/2024 6:33:38 PM - Details Exporting for aptitude_trader
5/9/2024 6:33:41 PM - End Exporting for aptitude_trader
5/9/2024 6:33:41 PM - Details Exporting for arun2404madan
5/9/2024 6:33:45 PM - End Exporting for arun2404madan
5/9/2024 6:33:45 PM - Details Exporting for astrixgaul
5/9/2024 6:33:49 PM - End Exporting for astrixgaul
5/9/2024 6:33:49 PM - Details Exporting for avigaikwad5664
5/9/2024 6:33:52 PM - End Exporting for avigaikwad5664
5/9/2024 6:33:52 PM - Details Exporting for azuregarage
5/9/2024 6:33:55 PM - End Exporting for azuregarage
5/9/2024 6:33:55 PM - Details Exporting for b4a8ae01
5/9/2024 6:33:58 PM - End Exporting for b4a8ae01
5/9/2024 6:33:58 PM - Details Exporting for babumoshai59
5/9/2024 6:34:02 PM - End Exporting for babumoshai59
5/9/2024 6:34:02 PM - Details Exporting for bhavanirudrani
5/9/2024 6:34:05 PM - End Exporting for bhavanirudrani
5/9/2024 6:34:05 PM - Details Exporting for bishnurath0
5/9/2024 6:34:09 PM - End Exporting for bishnurath0
5/9/2024 6:34:09 PM - Details Exporting for bkpuru
5/9/2024 6:34:11 PM - End Exporting for bkpuru
5/9/2024 6:34:11 PM - Details Exporting for bluesapphirecap
5/9/2024 6:34:15 PM - End Exporting for bluesapphirecap
5/9/2024 6:34:15 PM - Details Exporting for braveheart4388
5/9/2024 6:34:19 PM - End Exporting for braveheart4388
5/9/2024 6:34:19 PM - Details Exporting for c0b928a3
5/9/2024 6:34:22 PM - End Exporting for c0b928a3
5/9/2024 6:34:23 PM - Details Exporting for c186afbc
5/9/2024 6:34:26 PM - End Exporting for c186afbc
5/9/2024 6:34:26 PM - Details Exporting for c2e6634c
5/9/2024 6:34:28 PM - End Exporting for c2e6634c
5/9/2024 6:34:28 PM - Details Exporting for ca_sumit4u
5/9/2024 6:34:31 PM - End Exporting for ca_sumit4u
5/9/2024 6:34:31 PM - Details Exporting for capitalkequity
5/9/2024 6:34:34 PM - End Exporting for capitalkequity
5/9/2024 6:34:34 PM - Details Exporting for casham_plums
5/9/2024 6:34:36 PM - End Exporting for casham_plums
5/9/2024 6:34:36 PM - Details Exporting for chainsingh241
5/9/2024 6:34:40 PM - End Exporting for chainsingh241
5/9/2024 6:34:40 PM - Details Exporting for chantipathiwada
5/9/2024 6:34:43 PM - End Exporting for chantipathiwada
5/9/2024 6:34:43 PM - Details Exporting for chart_baba
5/9/2024 6:34:45 PM - End Exporting for chart_baba
5/9/2024 6:34:45 PM - Details Exporting for cprtrader902521
5/9/2024 6:34:49 PM - End Exporting for cprtrader902521
5/9/2024 6:34:49 PM - Details Exporting for crypti0
5/9/2024 6:34:53 PM - End Exporting for crypti0
5/9/2024 6:34:53 PM - Details Exporting for crypti0_v2
5/9/2024 6:34:57 PM - End Exporting for crypti0_v2
5/9/2024 6:34:57 PM - Details Exporting for cryptified_soul
5/9/2024 6:35:00 PM - End Exporting for cryptified_soul
5/9/2024 6:35:00 PM - Details Exporting for d316fbdf
5/9/2024 6:35:03 PM - End Exporting for d316fbdf
5/9/2024 6:35:03 PM - Details Exporting for darshan2014214
5/9/2024 6:35:07 PM - End Exporting for darshan2014214
5/9/2024 6:35:07 PM - Details Exporting for darshitmehta19
5/9/2024 6:35:10 PM - End Exporting for darshitmehta19
5/9/2024 6:35:10 PM - Details Exporting for derivativesa
5/9/2024 6:35:15 PM - End Exporting for derivativesa
5/9/2024 6:35:15 PM - Details Exporting for deveshbhuwad
5/9/2024 6:35:22 PM - End Exporting for deveshbhuwad
5/9/2024 6:35:22 PM - Details Exporting for deviant_invest
5/9/2024 6:35:25 PM - End Exporting for deviant_invest
5/9/2024 6:35:25 PM - Details Exporting for dharanitrades2
5/9/2024 6:35:29 PM - End Exporting for dharanitrades2
5/9/2024 6:35:29 PM - Details Exporting for dhirendr_sinha
5/9/2024 6:35:33 PM - End Exporting for dhirendr_sinha
5/9/2024 6:35:33 PM - Details Exporting for dingdong87
5/9/2024 6:35:37 PM - End Exporting for dingdong87
5/9/2024 6:35:37 PM - Details Exporting for docganguly
5/9/2024 6:35:41 PM - End Exporting for docganguly
5/9/2024 6:35:42 PM - Details Exporting for e1eb0569
5/9/2024 6:35:46 PM - End Exporting for e1eb0569
5/9/2024 6:35:46 PM - Details Exporting for eccentricquirks
5/9/2024 6:35:51 PM - End Exporting for eccentricquirks
5/9/2024 6:35:51 PM - Details Exporting for eshwarvs
5/9/2024 6:35:54 PM - End Exporting for eshwarvs
5/9/2024 6:35:54 PM - Details Exporting for f099cd61
5/9/2024 6:35:57 PM - End Exporting for f099cd61
5/9/2024 6:35:57 PM - Details Exporting for feistypawn
5/9/2024 6:36:01 PM - End Exporting for feistypawn
5/9/2024 6:36:01 PM - Details Exporting for g1_viku
5/9/2024 6:36:06 PM - End Exporting for g1_viku
5/9/2024 6:36:06 PM - Details Exporting for gadget0p
5/9/2024 6:36:11 PM - End Exporting for gadget0p
5/9/2024 6:36:11 PM - Details Exporting for gargnitin94
5/9/2024 6:36:15 PM - End Exporting for gargnitin94
5/9/2024 6:36:15 PM - Details Exporting for ghodkerv
5/9/2024 6:36:19 PM - End Exporting for ghodkerv
5/9/2024 6:36:19 PM - Details Exporting for gobitupan
